Sõna,Abstraktsus,Sagedus keeles,Sagedusgrupp keeles,Sagedusgrupp õpikuis,Sagedus õpikuis,Sagedus 123,Sagedus 4,Sagedus 5,Sagedus 6,Sagedus 7,Sagedus 8,Sagedus 9
arikli,-,-,-,7,1,0,1,0,0,0,0,0
arm,3,43,2,-,0,0,0,0,0,0,0,0
armas,-,67,1,1,24,7,4,8,3,1,0,1
armastama,-,196,1,1,45,4,9,16,7,3,2,4
armastatu,1,17,3,7,1,0,0,1,0,0,0,0
armastav,-,16,3,7,1,0,0,1,0,0,0,0
armastus,3,181,1,6,2,0,0,0,0,0,1,1
armastusfilm,2,-,-,7,1,0,0,0,0,0,1,0
armee,1,43,2,-,0,0,0,0,0,0,0,0
armeenia,-,6,5,-,0,0,0,0,0,0,0,0
armetu,-,23,2,-,0,0,0,0,0,0,0,0
armsalt,-,-,-,7,1,0,1,0,0,0,0,0
armsam,3,8,4,7,1,0,0,0,0,0,0,1
armuasi,3,6,5,-,0,0,0,0,0,0,0,0
armukadedus,-,8,4,-,0,0,0,0,0,0,0,0
armuke,1,23,2,-,0,0,0,0,0,0,0,0
armuma,-,33,2,6,2,0,0,0,0,0,2,0
armunu,1,16,3,-,0,0,0,0,0,0,0,0
aroom,2,5,5,-,0,0,0,0,0,0,0,0
arreteerima,-,12,3,-,0,0,0,0,0,0,0,0
arreteerimine,2,6,5,-,0,0,0,0,0,0,0,0
arst,1,228,1,1,67,39,2,2,3,0,4,17
arstiabi,2,-,-,5,3,0,2,0,0,0,0,1
arstirohi,1,-,-,7,1,0,0,0,1,0,0,0
arstiteaduskond,2,7,5,-,0,0,0,0,0,0,0,0
arstitädi,1,-,-,6,2,2,0,0,0,0,0,0
arstitõend,1,-,-,7,1,0,0,0,0,0,0,1
artikkel,1,88,1,2,19,0,6,0,7,1,3,2
artilklite,-,-,-,7,1,0,0,0,1,0,0,0
artist,1,12,3,7,1,0,0,0,0,0,1,0
artistinimi,2,-,-,7,1,0,0,0,0,0,1,0
aru,3,569,1,1,65,6,8,11,14,5,7,14
aruanne,3,36,2,-,0,0,0,0,0,0,0,0
arukalt,-,6,5,-,0,0,0,0,0,0,0,0
arukas,-,30,2,4,4,0,0,3,0,0,0,1
arukus,3,7,5,-,0,0,0,0,0,0,0,0
arupärimine,2,8,4,-,0,0,0,0,0,0,0,0
arusaadav,-,29,2,6,2,0,0,0,1,0,1,0
arusaadavalt,-,6,5,7,1,0,0,0,0,1,0,0
arusaam,3,43,2,-,0,0,0,0,0,0,0,0
arusaamatu,-,42,2,6,2,0,0,0,1,1,0,0
arusaamatus,3,21,2,-,0,0,0,0,0,0,0,0
arusaamine,3,26,2,4,4,0,3,1,0,0,0,0
arutama,-,166,1,1,28,0,0,2,4,5,6,11
arutamine,2,27,2,-,0,0,0,0,0,0,0,0
arutelu,2,30,2,1,24,0,0,0,8,0,0,16
arutlema,-,40,2,2,10,0,2,4,0,2,1,1
arutlus,2,22,2,-,0,0,0,0,0,0,0,0
arutlusoskus,2,-,-,7,1,0,0,0,0,0,0,1
arutu,-,19,3,-,0,0,0,0,0,0,0,0
arutus,3,14,3,7,1,0,0,0,0,0,1,0
arv,3,212,1,1,53,16,21,1,6,5,1,3
arvama,-,1048,1,1,298,49,27,42,52,38,40,50
arvamine,2,8,4,-,0,0,0,0,0,0,0,0
arvamus,3,151,1,1,48,0,1,6,3,8,13,17
arvamusavaldus,3,5,5,-,0,0,0,0,0,0,0,0
arvamusküsitlus,2,-,-,4,5,0,0,0,0,0,5,0
arvatav,-,5,5,-,0,0,0,0,0,0,0,0
arvatavasti,-,67,1,3,8,0,0,0,0,3,4,1
arve,1,139,1,3,9,0,3,0,0,0,0,6
arvel,-,25,2,-,0,0,0,0,0,0,0,0
arvele,-,22,2,-,0,0,0,0,0,0,0,0
arvelt,-,35,2,-,0,0,0,0,0,0,0,0
arvestama,-,218,1,3,7,0,0,4,0,1,1,1
arvestamine,3,-,-,6,2,0,0,0,0,1,0,1
arvestatav,-,27,2,5,3,0,0,0,0,0,3,0
arvestav,-,-,-,7,1,0,0,0,0,0,0,1
arvestus,2,33,2,7,1,0,0,1,0,0,0,0
arvsõna,3,-,-,3,6,0,2,0,2,0,0,2
arvukalt,-,5,5,-,0,0,0,0,0,0,0,0
arvukas,-,14,3,-,0,0,0,0,0,0,0,0
arvuline,-,-,-,7,1,0,0,0,1,0,0,0
arvustus,2,9,4,-,0,0,0,0,0,0,0,0
arvutama,-,30,2,2,19,4,8,3,2,0,1,1
arvutamine,2,12,3,5,3,0,2,0,0,1,0,0
arvuti,1,87,1,1,43,6,23,1,3,1,5,4
arvutiinsener,1,-,-,7,1,0,0,0,0,1,0,0
arvutiklass,1,-,-,3,6,4,1,0,1,0,0,0
arvutimäng,2,-,-,2,11,6,0,3,0,0,1,1
arvutinimi,2,-,-,7,1,0,0,0,0,1,0,0
arvutioskus,2,-,-,7,1,0,0,0,1,0,0,0
arvutiprogramm,3,-,-,7,1,0,0,0,1,0,0,0
arvutiring,2,-,-,4,4,0,3,0,0,0,0,1
arvutiruum,1,-,-,7,1,0,1,0,0,0,0,0
arvutis,1,9,4,5,3,0,1,0,0,2,0,0
arvutispetsialist,1,-,-,7,1,0,0,0,0,0,1,0
arvutivõrk,2,-,-,4,4,0,0,0,0,4,0,0
arvutiõpetaja,1,-,-,7,1,0,1,0,0,0,0,0
arvutusmäng,2,-,-,6,2,2,0,0,0,0,0,0
arvutusülesanne,3,-,-,7,1,0,1,0,0,0,0,0
ase,1,95,1,3,9,2,3,0,0,2,2,0
asedirektor,1,13,3,-,0,0,0,0,0,0,0,0
aseesimees,1,51,2,-,0,0,0,0,0,0,0,0
asemel,-,182,1,2,10,0,2,2,3,0,0,3
asemele,-,38,2,2,10,1,5,0,0,1,0,3
asend,2,23,2,4,4,4,0,0,0,0,0,0
asendaja,3,9,4,-,0,0,0,0,0,0,0,0
asendama,-,47,2,2,15,5,1,0,6,1,1,1
asendamine,2,10,4,-,0,0,0,0,0,0,0,0
asenduma,-,13,3,7,1,0,0,1,0,0,0,0
asendusmees,2,-,-,7,1,0,0,0,0,1,0,0
asesõna,3,-,-,3,6,2,1,0,0,0,1,2
asetama,-,105,1,4,5,0,1,2,1,0,0,1
asetsema,-,8,4,-,0,0,0,0,0,0,0,0
asetsev,-,6,5,-,0,0,0,0,0,0,0,0
asetuma,-,6,5,-,0,0,0,0,0,0,0,0
asetäitja,1,53,1,-,0,0,0,0,0,0,0,0
asfalt,1,21,2,7,1,0,0,0,0,0,0,1
asi,1,1256,1,1,225,31,33,61,50,5,17,28
asima,-,13,3,-,0,0,0,0,0,0,0,0
asitõend,1,9,4,-,0,0,0,0,0,0,0,0
asjaajamine,2,19,3,-,0,0,0,0,0,0,0,0
asjaarmastaja,3,5,5,7,1,0,0,0,0,0,1,0
asjakohane,-,10,4,7,1,0,0,0,0,1,0,0
asjalik,-,30,2,4,4,0,0,1,1,0,1,1
asjalikult,-,19,3,-,0,0,0,0,0,0,0,0
asjalikum,-,-,-,5,3,0,0,0,0,2,0,1
asjamees,1,16,3,-,0,0,0,0,0,0,0,0
asjandus,3,-,-,4,4,0,0,0,0,0,4,0
asjaolu,3,97,1,2,10,0,0,8,0,1,0,1
asjaosaline,-,22,2,-,0,0,0,0,0,0,0,0
asjata,-,20,3,4,4,2,0,0,1,0,0,1
asjatu,-,24,2,-,0,0,0,0,0,0,0,0
asjatult,-,12,3,-,0,0,0,0,0,0,0,0
asjatundja,3,47,2,7,1,0,0,0,0,0,0,1
asjatundlik,-,6,5,-,0,0,0,0,0,0,0,0
asjatundmatu,3,6,5,-,0,0,0,0,0,0,0,0
askeldama,-,19,3,3,7,5,2,0,0,0,0,0
askeldamine,2,9,4,-,0,0,0,0,0,0,0,0
assistent,1,6,5,-,0,0,0,0,0,0,0,0
assotsiatsioon,2,7,5,-,0,0,0,0,0,0,0,0
astang,1,5,5,-,0,0,0,0,0,0,0,0
aste,2,35,2,-,0,0,0,0,0,0,0,0
asteek,3,-,-,5,3,0,0,0,0,3,0,0
aster,1,19,3,1,33,6,4,0,1,22,0,0
astma,2,5,5,-,0,0,0,0,0,0,0,0
astmeline,-,5,5,-,0,0,0,0,0,0,0,0
astroloog,3,-,-,7,1,0,0,0,0,1,0,0
astronaut,1,6,5,-,0,0,0,0,0,0,0,0
astronoom,1,-,-,6,2,2,0,0,0,0,0,0
astronoomia,3,-,-,7,1,0,0,0,0,0,0,1
astuja,1,5,5,-,0,0,0,0,0,0,0,0
astuma,-,599,1,1,38,2,8,5,10,1,6,6
astumine,2,29,2,5,3,0,1,1,1,0,0,0
astuv,-,6,5,-,0,0,0,0,0,0,0,0
asu,3,10,4,-,0,0,0,0,0,0,0,0
asukas,1,8,4,-,0,0,0,0,0,0,0,0
asukoht,1,31,2,3,7,0,2,2,1,0,1,1
asula,1,29,2,7,1,0,0,0,1,0,0,0
asum,-,5,5,-,0,0,0,0,0,0,0,0
asuma,-,385,1,1,81,13,11,18,12,2,18,7
asumine,2,14,3,-,0,0,0,0,0,0,0,0
asundus,1,7,5,-,0,0,0,0,0,0,0,0
asunik,1,7,5,-,0,0,0,0,0,0,0,0
asupaik,1,12,3,-,0,0,0,0,0,0,0,0
asustama,-,10,4,-,0,0,0,0,0,0,0,0
asutama,-,48,2,4,4,0,0,0,1,3,0,0
asutamine,2,-,-,7,1,0,0,0,1,0,0,0
asutus,2,90,1,2,12,0,9,0,0,0,1,2
asuv,-,184,1,3,8,1,0,2,0,0,2,3
ateljee,1,13,3,-,0,0,0,0,0,0,0,0
atentaat,2,7,5,-,0,0,0,0,0,0,0,0
atlas,1,6,5,3,6,0,6,0,0,0,0,0
atleet,1,-,-,7,1,0,0,0,0,1,0,0
0,-,2,-,-,,,,,,,,
atmosfäär,3,7,5,-,0,0,0,0,0,0,0,0
atoll,1,-,-,7,1,0,0,0,0,0,1,0
0,-,2,-,-,0,0,0,0,0,,,
atraktiivne,-,9,4,-,0,0,0,0,0,0,0,0
au,3,110,1,4,5,0,0,0,2,3,0,0
auahnus,3,10,4,-,0,0,0,0,0,0,0,0
auditoorium,1,10,4,-,0,0,0,0,0,0,0,0
august,3,229,1,2,16,2,5,3,1,3,0,2
augustaja,1,-,-,7,1,0,1,0,0,0,0,0
augustikuu,2,5,5,6,2,0,0,0,0,2,0,0
auh,-,-,-,6,2,2,0,0,0,0,0,0
auh-auh,-,-,-,6,2,2,0,0,0,0,0,0
auh-auh-auh,-,-,-,7,1,1,0,0,0,0,0,0
auhind,1,52,2,-,0,0,0,0,0,0,0,0
auk,1,102,1,3,9,0,3,0,0,0,1,5
aukartus,3,13,3,-,0,0,0,0,0,0,0,0
aukartustäratav,-,6,5,-,0,0,0,0,0,0,0,0
auklik,-,11,4,-,0,0,0,0,0,0,0,0
aula,1,9,4,-,0,0,0,0,0,0,0,0
aur,2,12,3,5,3,0,0,2,0,1,0,0
aura,-,7,5,-,0,0,0,0,0,0,0,0
aurama,-,11,4,-,0,0,0,0,0,0,0,0
aurav,-,6,5,-,0,0,0,0,0,0,0,0
aurulaev,1,-,-,6,2,0,0,0,0,0,0,2
auruma,-,-,-,7,1,0,0,1,0,0,0,0
auruvedur,1,-,-,6,2,0,0,0,0,2,0,0
aus,-,55,1,2,10,0,0,0,3,4,0,3
ausalt,-,45,2,3,6,0,0,0,0,2,0,4
ausam,-,-,-,6,2,0,0,2,0,0,0,0
ausammas,1,14,3,7,1,0,0,0,0,0,0,1
austaja,1,7,5,-,0,0,0,0,0,0,0,0
austama,-,21,2,5,3,0,2,0,0,1,0,0
austav,-,7,5,-,0,0,0,0,0,0,0,0
austraalia,-,-,-,7,1,0,0,0,1,0,0,0
austraallane,2,-,-,7,1,0,0,0,1,0,0,0
austus,3,16,3,-,0,0,0,0,0,0,0,0
ausus,3,16,3,7,1,0,0,0,0,0,1,0
autasu,1,-,-,7,1,0,0,0,1,0,0,0
autasustama,-,-,-,7,1,0,0,0,1,0,0,0
autasustamine,3,-,-,7,1,0,0,0,1,0,0,0
auto,1,636,1,1,135,50,11,23,9,12,5,25
autoavarii,2,-,-,7,1,0,0,0,0,0,1,0
autobiograaf,1,-,-,7,1,0,0,1,0,0,0,0
autobiograafia,3,-,-,6,2,0,0,2,0,0,0,0
autobiograafiline,-,5,5,-,0,0,0,0,0,0,0,0
autobuss,1,-,-,7,1,1,0,0,0,0,0,0
autoema,3,-,-,7,1,0,0,1,0,0,0,0
autofurgoon,1,-,-,7,1,0,0,0,0,0,0,1
autoga.sõitma,-,-,-,7,1,0,0,0,0,0,0,1
autoisa,3,-,-,7,1,0,0,1,0,0,0,0
autoiste,1,-,-,7,1,0,0,0,0,1,0,0
autojuhiluba,3,-,-,7,1,0,0,0,0,0,0,1
autojuht,1,68,1,2,10,2,3,3,1,0,0,1
autokauplus,1,5,5,-,0,0,0,0,0,0,0,0
autokiirendusvõistlus,2,-,-,6,2,0,0,0,0,0,0,2
autolukksepp,1,-,-,6,2,0,0,0,0,0,2,0
automaat,1,34,2,-,0,0,0,0,0,0,0,0
automaatne,-,-,-,7,1,0,0,0,0,0,0,1
automaatselt,-,17,3,-,0,0,0,0,0,0,0,0
automess,1,-,-,7,1,0,0,0,0,0,0,1
automüra,2,-,-,7,1,0,0,0,0,1,0,0
autoomanik,1,11,4,-,0,0,0,0,0,0,0,0
autoperekond,2,-,-,7,1,0,0,1,0,0,0,0
autopood,1,-,-,6,2,0,2,0,0,0,0,0
autor,1,149,1,1,36,2,11,1,14,4,3,1
autoraamat,1,-,-,7,1,1,0,0,0,0,0,0
autoratas,1,-,-,7,1,1,0,0,0,0,0,0
autoring,2,-,-,7,1,0,0,0,0,0,0,1
autoriteet,3,16,3,-,0,0,0,0,0,0,0,0
autorool,1,-,-,5,3,3,0,0,0,0,0,0
autostimulaator,2,-,-,4,4,0,0,0,0,0,4,0
autosõit,2,-,-,7,1,0,0,0,0,0,0,1
autotuli,2,-,-,7,1,1,0,0,0,0,0,0
autotööstus,2,-,-,7,1,0,0,0,1,0,0,0
autouks,1,-,-,7,1,0,0,1,0,0,0,0
auveri,1,-,-,7,1,0,0,0,1,0,0,0
auväärne,-,10,4,-,0,0,0,0,0,0,0,0
ava,1,29,2,3,8,1,2,0,3,0,0,2
avakontsert,2,7,5,-,0,0,0,0,0,0,0,0
aval,-,-,-,7,1,0,0,0,0,0,1,0
avaldama,-,221,1,3,9,0,0,1,0,2,4,2
avaldamine,2,19,3,6,2,0,0,0,0,0,2,0
avalduma,-,24,2,6,2,0,0,0,0,0,1,1
avaldus,2,145,1,7,1,0,0,0,0,0,0,1
avalik,-,132,1,6,2,0,0,0,0,0,0,2
avalikkus,3,61,1,-,0,0,0,0,0,0,0,0
avalikult,-,33,2,-,0,0,0,0,0,0,0,0
avalikustama,-,49,2,-,0,0,0,0,0,0,0,0
avalikustamine,2,12,3,-,0,0,0,0,0,0,0,0
avama,-,448,1,1,44,3,15,2,8,3,4,9
avameelne,-,6,5,7,1,0,0,0,0,0,0,1
avameelselt,-,9,4,-,0,0,0,0,0,0,0,0
avamine,2,63,1,5,3,0,0,0,0,1,0,2
avamäng,2,7,5,-,0,0,0,0,0,0,0,0
avanema,-,80,1,5,3,0,0,0,0,0,2,1
avanev,-,12,3,-,0,0,0,0,0,0,0,0
avar,-,30,2,-,0,0,0,0,0,0,0,0
avaram,-,8,4,7,1,0,0,1,0,0,0,0
avardama,-,8,4,-,0,0,0,0,0,0,0,0
avarii,2,54,1,6,2,0,0,1,1,0,0,0
avarus,3,21,2,-,0,0,0,0,0,0,0,0
avastaja,2,-,-,7,1,0,0,0,1,0,0,0
avastama,-,121,1,1,24,0,2,7,2,2,8,3
avastamine,2,20,3,7,1,0,0,0,0,1,0,0
avastamisrõõm,2,-,-,7,1,0,0,1,0,0,0,0
avastus,3,14,3,4,5,0,0,0,1,4,0,0
avatav,-,13,3,-,0,0,0,0,0,0,0,0
avatum,-,5,5,-,0,0,0,0,0,0,0,0
avatus,3,13,3,-,0,0,0,0,0,0,0,0
avav,-,-,-,7,1,0,1,0,0,0,0,0
b-osa,3,-,-,7,1,0,0,0,0,0,0,1
b.kevade,2,-,-,7,1,0,0,0,0,0,1,0
baar,1,73,1,3,9,0,6,1,0,0,0,2
baarilett,1,5,5,-,0,0,0,0,0,0,0,0
baas,2,41,2,-,0,0,0,0,0,0,0,0
bajaan,1,-,-,5,3,3,0,0,0,0,0,0
bakter,3,6,5,7,1,0,0,0,0,0,0,1
balalaika,1,-,-,4,4,4,0,0,0,0,0,0
balansseerima,-,5,5,-,0,0,0,0,0,0,0,0
baleriin,1,-,-,6,2,2,0,0,0,0,0,0
balletiking,1,-,-,6,2,0,0,0,2,0,0,0
balsapuu,1,-,-,7,1,0,0,0,0,0,1,0
balti,-,133,1,4,4,0,0,2,2,0,0,0
baltisaksa,-,6,5,-,0,0,0,0,0,0,0,0
baltisakslane,1,8,4,-,0,0,0,0,0,0,0,0
bambus,1,-,-,7,1,0,0,0,1,0,0,0
bambuskaru,1,-,-,7,1,0,0,0,1,0,0,0
bambuskepp,1,-,-,7,1,0,0,0,0,0,1,0
banaalne,-,9,4,-,0,0,0,0,0,0,0,0
banaan,1,7,5,2,18,14,0,0,1,3,0,0
banaanivabariik,3,5,5,-,0,0,0,0,0,0,0,0
bandiit,1,14,3,-,0,0,0,0,0,0,0,0
barakk,-,26,2,-,0,0,0,0,0,0,0,0
barett,1,9,4,-,0,0,0,0,0,0,0,0
bariton,2,9,4,-,0,0,0,0,0,0,0,0
barjäär,1,8,4,-,0,0,0,0,0,0,0,0
baseeruv,-,5,5,-,0,0,0,0,0,0,0,0
bassein,1,11,4,4,4,4,0,0,0,0,0,0
basskitarr,1,-,-,7,1,0,0,0,0,0,1,0
batoon,1,-,-,7,1,0,0,0,0,1,0,0
batuut,1,-,-,7,1,1,0,0,0,0,0,0
beebi,1,7,5,2,19,15,0,3,1,0,0,0
beebituba,1,-,-,4,5,0,5,0,0,0,0,0
beib,1,5,5,-,0,0,0,0,0,0,0,0
belglane,2,-,-,5,3,0,0,1,0,2,0,0
bell,3,-,-,7,1,0,0,0,0,1,0,0
bensiin,1,25,2,-,0,0,0,0,0,0,0,0
bernhardiin,1,-,-,4,4,2,0,2,0,0,0,0
bestseller,3,-,-,7,1,0,0,0,0,0,1,0
betoon,1,5,5,-,0,0,0,0,0,0,0,0
biitli,1,-,-,7,1,0,0,0,0,0,0,1
bilansimaht,3,11,4,-,0,0,0,0,0,0,0,0
bill,1,9,4,5,3,0,0,0,0,0,2,1
bimbo,3,-,-,7,1,0,0,0,0,0,0,1
binokkel,1,6,5,3,6,4,0,0,1,0,0,1
bio,-,-,-,6,2,0,0,0,0,0,0,2
biograafia,3,6,5,-,0,0,0,0,0,0,0,0
bioloog,3,8,4,-,0,0,0,0,0,0,0,0
bioloogia,3,9,4,5,3,0,0,0,1,0,0,2
bioloogiline,-,7,5,-,0,0,0,0,0,0,0,0
bistroo,1,-,-,7,1,0,1,0,0,0,0,0
blankett,1,6,5,-,0,0,0,0,0,0,0,0
blokeerima,-,8,4,-,0,0,0,0,0,0,0,0
blokk,2,10,4,-,0,0,0,0,0,0,0,0
blond,-,16,3,6,2,0,0,0,0,0,0,2
blondeerimisvahend,2,-,-,7,1,0,0,0,0,0,0,1
blondiin,-,7,5,-,0,0,0,0,0,0,0,0
boa,1,-,-,2,10,9,0,0,1,0,0,0
boamadu,1,-,-,7,1,1,0,0,0,0,0,0
boks,1,8,4,7,1,0,0,0,0,1,0,0
bokser,1,-,-,6,2,0,0,2,0,0,0,0
bolonka,1,-,-,7,1,0,0,1,0,0,0,0
borsh,1,-,-,7,1,0,0,0,0,0,0,1
borš,1,-,-,4,4,0,4,0,0,0,0,0
boršš,1,-,-,7,1,1,0,0,0,0,0,0
boršši,1,-,-,7,1,1,0,0,0,0,0,0
boss,1,21,2,4,5,5,0,0,0,0,0,0
boston,1,-,-,7,1,0,0,0,0,1,0,0
botaanika,3,7,5,-,0,0,0,0,0,0,0,0
botaanikaaed,1,8,4,-,0,0,0,0,0,0,0,0
botas,1,-,-,3,7,3,4,0,0,0,0,0
breigi,2,-,-,5,3,0,0,0,0,0,0,3
breigine,-,-,-,7,1,0,0,0,0,0,0,1
breigipoiss,1,-,-,7,1,0,0,0,0,0,0,1
breigitrenn,2,-,-,7,1,0,0,0,0,0,0,1
breigivõistlus,2,-,-,5,3,0,0,0,0,0,0,3
breik,1,-,-,4,4,0,0,0,0,0,0,4
breikija,1,-,-,5,3,0,0,0,0,0,0,3
breikimine,2,-,-,7,1,0,0,0,0,0,0,1
breiktants,2,-,-,5,3,0,0,0,0,0,0,3
breiktantsija,1,-,-,7,1,0,0,0,0,0,0,1
brigaad,-,7,5,-,0,0,0,0,0,0,0,0
britt,1,37,2,7,1,0,0,0,0,0,1,0
brünett,-,15,3,-,0,0,0,0,0,0,0,0
budakujuke,1,-,-,7,1,0,0,0,0,0,0,1
buldog,1,-,-,7,1,0,0,1,0,0,0,0
buss,1,208,1,1,77,25,26,3,10,2,7,4
bussiiste,1,-,-,7,1,0,0,0,0,0,0,1
bussijaam,1,11,4,5,3,0,0,0,0,1,1,1
bussijuht,1,31,2,4,5,4,0,0,0,0,1,0
bussipeatu,-,-,-,7,1,0,1,0,0,0,0,0
bussipeatus,1,23,2,4,4,1,2,1,0,0,0,0
bussipilet,1,6,5,-,0,0,0,0,0,0,0,0
bussiraha,-,6,5,-,0,0,0,0,0,0,0,0
bussireis,2,-,-,7,1,0,0,0,0,0,0,1
butiik,1,-,-,7,1,0,0,0,0,0,0,1
buum,3,8,4,-,0,0,0,0,0,0,0,0
bänd,1,-,-,3,7,0,0,0,0,0,4,3
bändimees,1,-,-,7,1,0,0,0,0,0,1,0
bõppimine,2,-,-,7,1,0,0,0,1,0,0,0
börs,1,-,-,3,8,0,0,0,0,0,4,4
büroo,1,40,2,6,2,0,0,0,0,0,0,2
büst,1,-,-,7,1,0,0,0,0,0,0,1
c.lepatriinu,1,-,-,7,1,0,0,0,0,0,1,0
coca-cola,1,-,-,7,1,0,0,0,0,0,0,1
d.operaator,1,-,-,7,1,0,0,0,0,0,1,0
da-infinitiiv,3,-,-,2,10,0,0,0,7,2,1,0
da-tegevusnimi,3,-,-,3,6,0,0,0,0,0,1,5
da-vorm,3,-,-,7,1,0,0,0,0,1,0,0
daam,1,121,1,3,9,2,0,0,1,0,2,4
de,-,-,-,5,3,0,1,0,0,1,1,0
debüteerima,-,-,-,7,1,0,0,0,0,1,0,0
defekt,3,-,-,5,3,0,0,0,0,0,3,0
definitsioon,3,-,-,7,1,0,0,1,0,0,0,0
defitsiit,3,19,3,-,0,0,0,0,0,0,0,0
deformeerima,-,-,-,7,1,0,0,0,1,0,0,0
dekoratsioon,2,-,-,7,1,0,0,0,0,0,1,0
delegatsioon,2,45,2,-,0,0,0,0,0,0,0,0
delfiin,1,-,-,2,12,8,0,0,1,0,3,0
delikaatne,-,9,4,-,0,0,0,0,0,0,0,0
demokraat,3,7,5,-,0,0,0,0,0,0,0,0
demokraatia,3,56,1,-,0,0,0,0,0,0,0,0
demokraatlik,-,73,1,7,1,0,0,0,0,0,0,1
demonstratiivselt,-,5,5,-,0,0,0,0,0,0,0,0
demonstratsioon,2,5,5,7,1,0,0,0,0,0,0,1
demonstreerima,-,15,3,6,2,0,0,0,0,0,1,1
den,-,13,3,-,0,0,0,0,0,0,0,0
depressioon,3,10,4,-,0,0,0,0,0,0,0,0
der,-,14,3,-,0,0,0,0,0,0,0,0
des,-,9,4,-,0,0,0,0,0,0,0,0
des-lühend,3,-,-,7,1,0,0,0,0,0,1,0
des-vorm,3,-,-,2,12,0,0,0,1,5,0,6
desinfitseerimisvahend,2,-,-,7,1,0,0,0,0,0,1,0
detail,1,39,2,6,2,0,0,0,0,1,0,1
detektiiv,1,-,-,3,6,1,0,1,4,0,0,0
detektiivfilm,2,-,-,7,1,0,0,0,1,0,0,0
detektiivitöö,2,-,-,3,6,0,0,0,6,0,0,0
detektiivjutt,2,-,-,7,1,0,0,0,1,0,0,0
detsember,3,137,1,3,8,2,4,1,0,1,0,0
detsembrikuu,2,6,5,-,0,0,0,0,0,0,0,0
detsiliiter,2,-,-,7,1,0,0,0,0,1,0,0
detsimeeter,2,-,-,7,1,0,1,0,0,0,0,0
diagnoos,3,14,3,-,0,0,0,0,0,0,0,0
diagnoosima,-,9,4,-,0,0,0,0,0,0,0,0
diagramm,2,-,-,4,5,0,4,1,0,0,0,0
dialektiline,-,6,5,-,0,0,0,0,0,0,0,0
dialoog,2,17,3,1,62,41,1,6,2,1,7,4
diameeter,2,-,-,4,4,0,0,0,0,4,0,0
die,-,7,5,-,0,0,0,0,0,0,0,0
dieet,2,5,5,-,0,0,0,0,0,0,0,0
diftong,3,-,-,7,1,0,0,0,1,0,0,0
digikaamera,1,-,-,7,1,0,0,0,1,0,0,0
diislikatel,1,-,-,7,1,0,0,0,0,0,0,1
diivan,1,39,2,1,26,15,4,5,1,1,0,0
diktaator,1,5,5,-,0,0,0,0,0,0,0,0
dikteerima,-,17,3,-,0,0,0,0,0,0,0,0
diktor,1,8,4,4,5,0,0,0,2,0,0,3
diktsioon,3,-,-,6,2,0,0,0,1,0,1,0
dimensioon,3,7,5,-,0,0,0,0,0,0,0,0
dinosaurus,1,-,-,4,4,0,0,0,3,0,0,1
diplom,1,9,4,7,1,0,0,0,0,0,0,1
diplomaadikohver,-,5,5,-,0,0,0,0,0,0,0,0
diplomaat,1,44,2,5,3,0,0,2,0,0,0,1
diplomaatiline,-,22,2,-,0,0,0,0,0,0,0,0
dire,1,-,-,7,1,0,0,0,0,0,0,1
direktor,1,214,1,2,22,4,3,0,2,1,2,10
direktriss,1,-,-,7,1,0,0,0,0,0,1,0
dirigeerima,-,5,5,-,0,0,0,0,0,0,0,0
dirigent,1,23,2,7,1,0,0,0,0,0,0,1
disainlooming,3,-,-,7,1,0,0,0,0,0,0,1
disko,2,-,-,2,13,0,3,0,0,0,9,1
diskoklubi,2,-,-,7,1,0,0,0,0,0,1,0
diskopall,1,-,-,7,1,0,0,0,0,1,0,0
diskor,1,-,-,7,1,0,1,0,0,0,0,0
diskreetne,-,5,5,-,0,0,0,0,0,0,0,0
diskussioon,2,21,2,-,0,0,0,0,0,0,0,0
dissident,1,9,4,-,0,0,0,0,0,0,0,0
distants,3,25,2,5,3,0,0,0,0,1,2,0
distsipliin,3,10,4,-,0,0,0,0,0,0,0,0
diversant,-,5,5,-,0,0,0,0,0,0,0,0
diviis,-,5,5,-,0,0,0,0,0,0,0,0
djü,-,-,-,7,1,0,1,0,0,0,0,0
dl,-,-,-,7,1,0,0,0,0,1,0,0
dnokaam,-,-,-,7,1,0,0,1,0,0,0,0
dogi,1,-,-,6,2,1,0,1,0,0,0,0
doktor,1,49,2,3,7,6,0,0,0,0,0,1
dokument,1,115,1,2,16,0,0,0,0,0,15,1
dokumentaal,-,-,-,7,1,0,0,0,0,0,1,0
dokumentaalfilm,2,-,-,5,3,0,0,0,0,0,3,0
dokumentatsioon,2,7,5,-,0,0,0,0,0,0,0,0
dollar,1,225,1,4,5,1,0,0,0,1,3,0
domineerima,-,14,3,5,3,0,0,0,0,0,3,0
domineeriv,-,6,5,-,0,0,0,0,0,0,0,0
doomino,1,-,-,4,4,4,0,0,0,0,0,0
doping,1,-,-,2,13,0,0,0,0,13,0,0
dotsent,1,10,4,-,0,0,0,0,0,0,0,0
draakon,1,8,4,7,1,0,0,1,0,0,0,0
draama,2,20,3,7,1,0,0,0,0,0,0,1
draamateater,1,19,3,-,0,0,0,0,0,0,0,0
dramaatiline,-,6,5,-,0,0,0,0,0,0,0,0
dramaatiliselt,-,5,5,-,0,0,0,0,0,0,0,0
dražee,1,-,-,7,1,0,0,0,0,1,0,0
